housescrowded_isat_corr,housescrowded_college_corr,housescrowded_6_8_gradelvl_corr,housescrowded_3_5_gradelvl_corr,housescrowded_6_8_keeppace_corr,housescrowded_3_5_keeppace_corr,belowpvrt_isat_corr,belowpvrt_college_corr,belowpvrt_3_5_gradelvl_corr,belowpvrt_3_5_keeppace_corr,belowpvrt_6_8_gradelvl_corr,belowpvrt_6_8_keeppace_corr,age16unemployed_isat_corr,age16unemployed_college_corr,age16unemployed_3_5_gradelvl_corr,age16unemployed_6_8_gradelvl_corr,age16unemployed_3_5_keeppace_corr,age16unemployed_6_8_keeppace_corr,age25wouthighschl_isat_corr,age25wouthighschl_college_corr,age25wouthighschl_6_8_keeppace_corr,age25wouthighschl_6_8_gradelvl_corr,age25wouthighschl_3_5_keeppace_corr,age25wouthighschl_3_5_gradelvl_corr,ageunder18orover64_6_8_gradelvl_corr,ageunder18orover64_3_5_keeppace_corr,ageunder18orover64_6_8_keeppace_corr,ageunder18orover64_3_5_gradelvl_corr,ageunder18orover64_isat_corr,ageunder18orover64_college_corr,percapitainc_isat_corr,percapitainc_college_corr,percapinc_3_5_gradelvl_corr,percapinc_3_5_keeppace_corr,percapinc_6_8_gradelvl_corr,percapinc_6_8_keeppace_corr,hard_isat_corr,hard_college_corr,hard_3_5_gradelvl_corr,hard_3_5_keeppace_corr,hard_6_8_gradelvl_corr,hard_6_8_keeppace_corr,crime_3_5_gradelvl_corr,crime_6_8_gradelvl_corr,crime_college_corr,crime_isat_corr,crime_6_8_keeppace_corr,crime_3_5_keeppace_corr,college_isat_corr,safety_isat_corr,safety_college_corr,safety_3_5_gradelvl_corr,safety_3_5_keeppace_corr,safety_6_8_gradelvl_corr,safety_6_8_keeppace_corr,envrmt_isat_corr,envrmt_college_corr,evnrmt_3_5_gradelvl_corr,evnrmt_3_5_keeppace_corr,evnrmt_6_8_gradelvl_corr,evnrmt_6_8_keeppace_corr,instruction_isat_corr,instruction_college_corr,parent_env_isat_corr,parent_env_college_corr,parent_env_3_5_gradelvl_corr,parent_env_3_5_keeppace_corr,parent_env_6_8_gradelvl_corr,parent_env_6_8_keeppace_corr,parent_engage_isat_corr,parent_engage_college_corr,parent_engage_3_5_gradelvl_corr,parent_engage_3_5_keeppace_corr,parent_engage_6_8_gradelvl_corr,parent_engage_6_8_keeppace_corr,fam_invlvmnt_isat_corr,fam_invlvmnt_college_corr,fam_invlvmnt_3_5_gradelvl_corr,fam_invlvmnt_3_5_keeppace_corr,fam_invlvmnt_6_8_gradelvl_corr,fam_invlvmnt_6_8_keeppace_corr,leaders_score_isat_corr,leaders_score_college_corr,leaders_3_5_gradelvl_corr,leaders_3_5_keeppace_corr,leaders_6_8_gradelvl_corr,leaders_6_8_keeppace_corr,teachers_score_isat_corr,teachers_score_college_corr,teachers_3_5_gradelvl_corr,teachers_3_5_keeppace_corr,teachers_6_8_gradelvl_corr,teachers_6_8_keeppace_corr,student_attend_isat_corr,student_attend_college_corr,teacher_attend_isat_corr,teacher_attend_college_corr,misconduct_isat_corr,misconduct_college_corr
-0.2348275931689936,0.19980723649955687,-0.27206196266918087,-0.21314018112385277,-0.24585701973235774,-0.05648396511030141,-0.42738041420613104,-0.2508394453719462,-0.2951722972826485,-0.12651564101995055,-0.1631822334950465,-0.3307892882630938,-0.4234592611806638,-0.24295764688520072,-0.24451960376600212,-0.19644213200872726,-0.17251820343413238,-0.38243844789905473,-0.3331212977786493,0.17312810678669616,-0.3675603090056127,-0.34251253900947115,-0.20169086577756698,-0.29681600503933736,-0.17317342288797466,-0.08535615380051541,-0.11163916303856755,-0.020320279184874546,-0.30774417851515373,-0.08092252214494562,0.4538217530854589,0.01609045053213445,0.32029573333309763,0.3081265016605081,0.33493919643791054,0.4206802735004434,-0.4630485776283975,-0.04813792888432296,-0.28024688445912876,-0.17693637915868843,-0.2956597012207237,-0.41700014311997957,-0.08312473388880255,-0.21023302794702778,-0.1461237457507349,-0.20455788742721812,-0.32180316399172243,-0.03044041122879829,0.19462672099558556,0.7324718948422465,0.08981276539961411,0.5211819703314298,0.5877703845016651,0.5376917065800232,0.6890616118793779,0.3496468245810785,-0.12750672224568038,0.4301668616951412,0.4550963862127901,0.43998220677094824,0.5174681414083755,0.24370691003462655,-0.14918132352068014,0.4821572815556767,-0.1966111937932854,1.0,1.0,1.0,1.0,0.4821572815556767,-0.1966111937932854,1.0,1.0,1.0,1.0,0.5059678816282821,-0.19041717428373728,1.0,1.0,1.0,1.0,0.29388306540349346,-0.15421103905973982,0.4979856224333541,0.16180272265678225,0.4537001390246659,0.48894815543994063,0.505476316402686,-0.1973391701599016,1.0,1.0,1.0,1.0,0.4274752464002928,-0.08860531459943077,0.02547686494526165,0.017338096776661364,-0.36494735298401587,-0.21310573290983595
