hard_isat_corr,student_attend_isat_corr,safety_isat_corr,crime_isat_corr,envrmt_isat_corr,fam_invlvmnt_isat_corr,fam_invlvmnt_isat_corr,fam_invlvmnt_isat_corr,age16unemployed_isat_corr,age25_no_high_school_isat_corr,teachers_score_isat_corr,percapitainc_isat_corr,belowpvrt_isat_corr,houses_crowded_isat_corr
-0.4630485776283975,0.4274752464002928,0.7324718948422465,-0.20455788742721812,0.3496468245810785,0.5059678816282821,0.4821572815556767,0.4821572815556767,-0.4234592611806638,-0.3331212977786493,0.505476316402686,0.4538217530854589,-0.42738041420613104,-0.2348275931689936
