crime_stud_attend_corr,crime_teach_attend_corr,hards_stud_attend_corr,hards_teach_attend_corr,crime_stud_att_corr,crime_teach_att_corr,age16_unempl_stud_att_corr,age16_unempl_teach_att_corr,age25wouthschool_unempl_stud_att_corr,age25wouthschool_unempl_teach_att_corr,house_crowded_unempl_stud_att_corr,house_crowded_unempl_teach_att_corr,belowpvrt_stud_attend_corr,belowpvrt_teach_attend_corr
-0.11219643703762236,-0.04679018114904678,-0.08764327642825025,-0.02725950418565224,0.08770568259490572,0.04076021731372918,-0.19301778522601898,0.018580256091720163,0.02405492641401201,-0.05524144007364466,0.05908491490920202,-0.04812173664123027,-0.1422261818821497,0.008391311359440655
